dVmax,ADP90,ADP50,Vreps,tdV
3.24499,167,155,-79.2604,5.82
2.94217,91,83,-72.6654,5.71
2.98628,189,177,-78.1902,5.82
3.20608,112,101,-83.5028,5.92
3.01714,173,162,-74.078,5.73
2.84992,169,160,-70.2311,5.66
3.14768,158,146,-76.2038,5.77
3.05892,165,153,-76.4812,5.78
3.52413,120,109,-85.8741,5.95
2.98434,164,153,-77.5651,5.8
3.06073,122,113,-72.29,5.69
3.38993,171,158,-83.873,5.91
3.14459,165,153,-77.2259,5.79
3.35938,124,115,-73.4016,5.7
3.40456,159,148,-77.8901,5.79
3.40669,172,160,-78.0985,5.79
2.93749,164,154,-71.468,5.68
2.83739,94,85,-77.9192,5.83
3.20698,130,122,-70.1963,5.65
3.37178,175,163,-79.3978,5.82
3.48581,173,159,-83.5098,5.9
3.25941,141,128,-84.386,5.93
3.31769,151,138,-86.2593,5.96
3.22024,111,102,-73.4714,5.71
3.00454,158,149,-71.5734,5.68
3.34192,109,101,-71.5575,5.67
3.04041,175,160,-86.6519,5.98
2.93735,125,116,-73.2742,5.72
3.37957,117,106,-86.6645,5.97
2.87493,163,152,-78.3384,5.82
3.19321,137,127,-74.4325,5.73
3.01917,185,172,-80.8104,5.87
3.29398,164,154,-72.8157,5.69
2.983,147,137,-73.3804,5.72
3.273,156,145,-78.376,5.81
3.02171,161,149,-75.3953,5.76
3.37166,194,182,-76.4432,5.76
3.36408,180,170,-71.0775,5.65
3.07013,161,149,-79.5384,5.84
3.36444,177,165,-82.8422,5.89
3.08432,149,137,-85.3789,5.96
3.39538,177,163,-84.7325,5.92
3.18471,100,89,-83.4494,5.92
2.91989,116,106,-75.3468,5.77
2.93594,174,164,-70.0654,5.65
3.28362,200,185,-85.1094,5.94
3.09355,165,155,-72.0564,5.69
3.29193,177,167,-70.5779,5.65
3.39256,182,169,-81.2367,5.86
3.29109,157,145,-79.3259,5.82
2.89254,135,126,-73.7494,5.73
3.32933,190,177,-84.1472,5.92
3.18631,184,171,-83.8441,5.92
2.91408,109,100,-70.8552,5.68
3.36131,173,160,-80.6126,5.84
2.91937,109,100,-77.1898,5.81
3.40541,157,146,-77.3604,5.78
3.21845,190,177,-80.9384,5.86
3.31401,152,142,-71.6828,5.67
3.18382,153,142,-75.6186,5.76
3.22189,175,165,-71.9221,5.68
3.3839,147,134,-84.8269,5.93
3.28062,127,117,-71.9885,5.68
2.94012,166,155,-79.7108,5.85
3.38559,183,172,-74.6922,5.73
3.25379,159,148,-79.3192,5.83
3.37729,156,143,-84.3312,5.92
3.37967,108,99,-76.4574,5.77
3.41182,174,162,-79.9659,5.83
3.32911,136,126,-77.5348,5.79
3.36416,182,168,-82.0647,5.87
3.3325,174,162,-74.9223,5.73
3.45839,160,147,-84.6788,5.92
3.34197,120,110,-78.7798,5.81
3.1751,137,128,-72.2801,5.69
3.25413,186,175,-72.8006,5.69
3.13338,187,176,-74.6731,5.74
3.13163,125,115,-73.7695,5.72
3.23979,195,181,-81.6125,5.87
3.1533,149,139,-72.2161,5.69
2.90129,87,78,-80.5594,5.88
3.27937,174,164,-69.7035,5.63
3.00594,153,141,-80.214,5.86
3.19167,138,128,-75.2335,5.75
3.09132,165,153,-77.759,5.8
3.27035,144,133,-77.7092,5.79
3.47736,196,182,-83.4411,5.89
2.91877,118,109,-75.3926,5.77
3.31533,149,135,-84.9883,5.94
3.52668,156,143,-83.9579,5.91
2.84277,101,91,-77.3497,5.81
2.93077,141,132,-73.4325,5.72
3.39467,159,147,-80.6122,5.84
3.14605,82,74,-71.3223,5.68
3.4265,187,173,-86.0579,5.95
3.37875,161,151,-72.5303,5.68
3.20468,177,164,-83.7359,5.91
2.95603,89,79,-77.8664,5.82
2.99759,158,146,-76.5018,5.78
3.16033,178,164,-87.272,5.98
3.34704,74,65,-76.2034,5.77
3.28162,100,92,-71.6922,5.67
3.46734,207,192,-85.6694,5.94
3.49071,171,158,-84.0583,5.91
3.26481,135,126,-76.3298,5.77
3.22652,139,128,-81.4006,5.87
2.9528,164,153,-76.352,5.78
2.96663,113,101,-83.1755,5.92
3.21107,126,117,-74.2925,5.73
3.41485,195,181,-85.4841,5.94
3.03964,154,142,-79.7486,5.84
3.13908,160,151,-69.2799,5.63
3.1613,152,141,-78.1955,5.81
2.91982,130,120,-72.446,5.7
2.96448,154,142,-78.9165,5.83
3.22906,84,75,-74.9602,5.75
2.88396,177,164,-80.9992,5.88
3.22052,143,131,-80.6241,5.85
2.86621,131,121,-73.3217,5.73
2.88748,167,156,-75.7364,5.77
3.31353,169,155,-83.1121,5.9
2.92697,130,119,-82.0653,5.9
3.11348,173,162,-73.941,5.72
3.05719,145,134,-78.9457,5.83
3.0057,159,149,-72.057,5.69
3.29175,92,84,-71.8553,5.68
3.14976,182,171,-74.0889,5.73
2.98672,107,98,-71.4663,5.68
3.30721,148,139,-71.1227,5.66
2.9607,187,173,-81.578,5.88
2.91759,193,180,-79.4905,5.84
3.13815,91,83,-72.2797,5.7
3.38272,104,93,-81.9595,5.88
3.09663,134,125,-71.5469,5.68
3.4626,158,145,-85.3306,5.94
2.94739,77,68,-77.3919,5.81
3.21741,150,141,-74.2104,5.73
3.27013,192,179,-81.3261,5.86
3.43159,194,180,-83.3961,5.9
3.15298,172,160,-79.2019,5.83
3.26514,139,130,-73.5102,5.71
3.32807,172,159,-80.6497,5.85
3.5571,189,174,-85.9399,5.94
3.26582,110,98,-84.4917,5.94
2.90088,90,81,-74.6658,5.76
2.92144,86,76,-81.86,5.9
3.25538,165,154,-75.3591,5.75
3.37505,139,129,-71.4221,5.66
3.32627,172,159,-80.4918,5.84
3.16972,84,76,-77.5258,5.81
3.24506,178,166,-81.1098,5.86
3.03107,192,179,-81.8765,5.89
3.16687,163,153,-75.3546,5.75
3.30076,64,56,-72.1593,5.69
3.12001,158,147,-77.0241,5.79
2.90532,99,90,-75.1008,5.77
3.13893,139,129,-69.8072,5.64
3.32693,108,98,-80.6605,5.86
3.24316,162,150,-79.1983,5.82
3.10561,121,113,-71.7078,5.68
3.19587,117,108,-76.2408,5.77
2.90378,151,141,-71.6162,5.69
3.23531,139,128,-74.8233,5.74
3.20441,152,139,-83.5806,5.91
3.25547,156,145,-76.4638,5.77
3.58923,106,94,-86.3745,5.96
3.2986,88,80,-73.7352,5.72
3.17098,177,164,-81.1531,5.86
2.93902,181,168,-82.3228,5.9
3.50893,162,149,-84.4976,5.92
3.08802,103,91,-84.4008,5.94
2.89041,134,123,-73.7311,5.73
3.31664,123,113,-74.5012,5.73
3.17033,137,127,-73.3192,5.71
2.90627,156,145,-72.8337,5.71
3.06806,158,147,-75.8253,5.76
3.33796,166,155,-74.5815,5.73
3.33292,145,133,-83.3531,5.9
2.96707,136,124,-82.8511,5.91
2.87296,81,72,-76.1785,5.79
3.2177,167,156,-74.7292,5.73
3.00681,153,143,-72.3889,5.7
3.0613,144,135,-71.6701,5.68
3.12292,76,68,-73.5782,5.72
2.84008,97,89,-72.2729,5.71
2.94503,98,90,-74.7488,5.76
3.29706,139,127,-82.4855,5.89
2.93329,134,124,-75.246,5.76
3.34226,131,119,-84.5202,5.93
3.12653,98,91,-71.3602,5.68
3.0773,134,124,-72.3344,5.69
2.96571,91,80,-82.4974,5.91
2.84713,148,139,-70.4715,5.67
3.38061,150,140,-77.1341,5.78
3.1064,142,133,-73.1364,5.71
2.86796,139,129,-73.9205,5.74
3.14692,171,157,-83.7068,5.92
2.91872,135,124,-74.7376,5.75
3.38697,110,100,-83.0274,5.9
3.035,89,81,-74.6159,5.75
3.27594,103,92,-79.9082,5.84
3.24985,85,76,-72.8132,5.7
3.04539,132,121,-83.5234,5.92
3.2769,128,117,-76.4856,5.77
2.97001,82,74,-73.2827,5.73
3.37555,118,108,-77.4465,5.78
3.02497,123,113,-76.2909,5.78
3.41366,178,166,-78.5793,5.8
3.24744,192,180,-75.1949,5.74
3.26411,161,149,-80.043,5.84
3.20041,97,87,-82.9179,5.91
3.16055,124,115,-71.2228,5.67
2.92365,99,91,-76.35,5.79
3.03703,160,149,-76.4301,5.78
3.17757,159,150,-72.4043,5.69
3.18556,160,150,-69.6513,5.63
3.37467,65,58,-72.6397,5.7
3.62022,127,115,-86.4246,5.96
2.98008,127,119,-69.8165,5.65
3.06112,169,159,-75.4745,5.76
3.15222,162,150,-76.5104,5.77
3.43098,176,164,-79.3405,5.82
2.97525,131,120,-77.704,5.81
3.33793,140,129,-78.2252,5.8
3.24528,161,151,-71.9007,5.68
3.33204,129,120,-73.4825,5.71
2.91217,166,156,-73.0819,5.72
3.60191,180,165,-86.0242,5.94
2.96789,148,138,-71.636,5.69
3.30913,74,66,-71.6168,5.68
3.40657,177,165,-78.5289,5.8
3.19015,106,98,-72.0962,5.69
3.08954,163,150,-83.9742,5.93
3.07,105,96,-76.6579,5.79
2.96651,168,158,-69.7483,5.65
3.13529,140,130,-72.6237,5.7
3.36248,150,139,-75.6651,5.75
2.84899,91,83,-72.304,5.71
3.23397,105,96,-74.0307,5.73
2.89615,137,126,-77.1171,5.8
3.11391,107,98,-74.7733,5.74
3.28821,130,121,-74.6763,5.73
3.3379,120,110,-82.6379,5.9
3.24342,152,141,-76.416,5.77
3.14395,138,129,-72.4318,5.69
2.9664,98,88,-79.987,5.86
3.28626,73,65,-73.2811,5.71
3.38033,153,142,-79.2551,5.82
2.99849,130,121,-76.0292,5.78
3.07334,138,127,-77.6346,5.8
3.22755,180,167,-81.0713,5.86
3.12266,174,161,-79.6498,5.84
3.49092,191,175,-87.5098,5.97
3.14503,134,121,-87.7968,6.0
3.37416,139,127,-85.0645,5.94
3.46232,178,165,-82.3298,5.87
3.08659,145,136,-71.9151,5.69
3.06885,200,186,-84.3044,5.93
3.40305,148,138,-77.5442,5.78
3.19817,152,139,-83.792,5.92
3.28853,76,68,-72.3799,5.69
3.10872,171,160,-73.2565,5.71
3.30923,171,159,-78.8839,5.81
3.21634,149,137,-81.875,5.88
2.90892,169,158,-74.6174,5.75
2.81183,111,103,-71.3027,5.69
3.40526,108,98,-81.0061,5.86
3.199,159,147,-77.743,5.8
2.9327,171,160,-77.1286,5.8
3.34809,91,80,-86.4279,5.97
3.14924,160,147,-86.1977,5.97
3.10712,196,181,-84.5531,5.93
3.42266,177,163,-82.0155,5.87
3.21542,139,129,-69.9576,5.64
3.02654,185,172,-80.9158,5.87
3.22666,92,83,-75.8502,5.77
3.26892,156,143,-81.504,5.87
3.33069,134,123,-76.073,5.76
3.3346,147,137,-72.6778,5.69
3.25868,160,147,-82.9236,5.9
2.84349,156,145,-75.6063,5.77
3.24926,123,114,-70.0893,5.64
3.27179,124,114,-73.0646,5.7
3.52953,157,144,-85.8217,5.94
3.02928,80,71,-77.4444,5.81
3.0496,86,76,-81.6996,5.9
3.1308,187,174,-79.5409,5.83
2.9015,187,177,-73.5466,5.73
2.92703,165,153,-80.1894,5.86
2.83396,83,75,-73.7451,5.74
3.40282,175,162,-81.3522,5.86
3.38982,160,150,-72.4047,5.68
2.96856,185,171,-83.1526,5.91
3.04403,177,164,-82.1168,5.89
3.19014,110,100,-75.027,5.75
3.33969,111,101,-83.3064,5.91
3.65436,138,126,-87.0601,5.97
3.04313,88,79,-77.7977,5.81
3.54822,118,106,-85.5872,5.94
2.93458,153,143,-75.1391,5.76
3.36027,162,152,-70.9199,5.65
2.94623,109,100,-77.0989,5.8
2.99246,94,86,-71.6381,5.69
3.18261,138,129,-75.1893,5.75
2.99053,160,151,-70.9541,5.67
3.10011,170,158,-76.0033,5.77
3.40178,126,116,-76.6456,5.77
3.2965,179,165,-82.9683,5.89
3.44345,150,139,-81.397,5.86
3.03878,154,144,-71.8366,5.69
3.22262,176,165,-77.7055,5.79
3.24526,99,89,-77.7374,5.8
3.29876,101,91,-78.9113,5.82
3.66409,148,135,-87.8834,5.98
2.96165,164,151,-81.7961,5.89
2.90116,160,148,-79.4834,5.85
3.36377,155,145,-71.5768,5.66
3.23583,138,125,-84.8128,5.94
3.30106,191,178,-79.2544,5.82
2.89701,174,162,-75.8585,5.77
3.15738,172,162,-70.5984,5.65
3.15822,138,129,-70.9112,5.66
3.48258,181,167,-86.1883,5.95
2.94848,91,83,-78.3911,5.83
2.83155,171,159,-76.4816,5.79
2.83967,96,88,-72.7241,5.72
2.96004,144,135,-72.0567,5.7
3.25703,131,121,-74.6659,5.73
3.1989,188,176,-77.7167,5.79
3.36919,112,103,-76.5043,5.77
3.34786,110,100,-81.1607,5.87
3.25328,123,114,-77.1172,5.79
3.26092,102,91,-83.0171,5.91
2.91566,169,158,-76.6847,5.79
3.20669,190,175,-87.397,5.98
2.89509,103,94,-73.0264,5.72
3.2838,167,157,-74.2019,5.72
3.33551,91,80,-86.1994,5.97
3.05972,157,143,-87.6709,6.0
3.32754,107,97,-73.6931,5.71
3.139,177,165,-76.21,5.77
3.43809,150,138,-84.6284,5.92
2.8365,142,131,-75.28,5.77
3.55826,162,148,-84.4036,5.91
2.8186,144,134,-74.4608,5.75
3.17177,205,190,-85.7159,5.95
3.20323,201,186,-84.3127,5.92
3.11526,128,118,-72.769,5.7
2.84192,105,95,-79.1307,5.85
3.03385,146,135,-80.6361,5.86
3.03616,164,154,-73.6832,5.72
3.16781,94,85,-74.9204,5.75
3.21244,178,164,-84.3618,5.93
3.03212,89,81,-73.5472,5.73
2.82503,183,172,-73.9936,5.74
3.03517,130,120,-70.353,5.66
3.09647,136,126,-78.0469,5.81
3.37459,150,140,-71.9961,5.67
3.02128,149,140,-69.9828,5.65
3.22789,120,108,-81.8103,5.88
3.0546,167,154,-80.4817,5.86
3.09323,163,151,-80.6214,5.86
3.20753,151,140,-75.2394,5.75
3.19858,96,87,-76.9835,5.79
3.32882,110,101,-73.4309,5.71
2.91117,181,169,-78.8024,5.83
2.98704,146,134,-79.9229,5.85
3.14818,153,142,-75.6476,5.76
3.34424,154,142,-80.0097,5.84
3.20895,150,140,-72.9585,5.7
2.89168,168,157,-73.2999,5.72
3.24767,194,181,-80.8703,5.85
3.31013,88,78,-78.6014,5.82
3.21784,201,187,-82.4393,5.89
3.29121,164,155,-70.7848,5.65
3.25841,161,149,-76.3092,5.76
3.43052,170,156,-83.6862,5.9
3.08968,111,103,-71.6697,5.68
2.85529,84,76,-72.5387,5.72
3.30644,126,116,-74.5837,5.73
2.9306,169,159,-69.1359,5.64
3.41908,178,164,-86.7023,5.96
3.38148,184,173,-72.3388,5.68
3.15747,150,139,-75.247,5.75
3.2403,184,172,-76.9071,5.78
3.21645,121,112,-69.5203,5.63
3.36047,128,117,-77.6259,5.79
3.52385,92,82,-83.8507,5.92
3.07305,150,139,-73.7667,5.72
3.39514,98,86,-84.6038,5.93
3.08584,165,155,-75.3644,5.75
3.47452,182,169,-83.3276,5.89
3.33563,182,168,-85.5224,5.94
3.1409,109,100,-73.4239,5.72
3.41046,134,123,-78.5134,5.8
2.89517,156,146,-76.0711,5.78
2.83013,150,140,-73.7554,5.74
3.18925,183,172,-72.6218,5.69
3.36614,164,151,-83.131,5.89
3.23395,87,77,-80.6326,5.86
3.35095,149,138,-79.1154,5.82
2.90351,114,105,-70.8688,5.68
2.96952,173,159,-82.6946,5.9
3.40822,171,159,-80.0514,5.83
3.10234,148,135,-82.2277,5.89
3.02802,120,111,-71.8739,5.69
3.24958,162,151,-75.5447,5.75
2.89935,177,163,-80.7967,5.87
3.0662,157,145,-81.3837,5.88
2.8674,172,161,-77.6579,5.81
3.0768,120,111,-72.7118,5.7
2.83734,149,139,-70.0939,5.66
3.24014,83,74,-75.9513,5.77
3.18851,170,160,-72.1319,5.68
2.91347,195,182,-80.894,5.87
3.38981,174,161,-82.3371,5.88
3.10293,113,103,-78.2317,5.82
3.50807,158,145,-84.4971,5.92
3.02415,157,147,-72.8017,5.71
3.38384,176,163,-81.8995,5.87
3.14757,102,93,-74.0407,5.73
3.16874,160,149,-75.5095,5.75
3.3622,164,154,-72.6991,5.69
3.1702,131,122,-71.8187,5.68
3.3456,190,177,-79.1384,5.82
3.32836,135,123,-81.9095,5.88
3.21976,158,148,-73.261,5.71
2.92733,138,127,-79.3194,5.85
3.28439,115,106,-77.5419,5.79
2.97115,185,174,-75.3828,5.76
3.08355,128,117,-79.1419,5.83
3.20781,138,127,-77.7391,5.8
3.25631,119,111,-72.1089,5.68
3.08222,161,152,-71.8577,5.68
3.08509,125,114,-83.3935,5.92
3.18719,143,133,-70.2403,5.65
2.87955,128,119,-70.2637,5.66
3.32422,99,90,-77.1431,5.79
3.36396,154,145,-72.9115,5.69
3.17931,155,143,-80.0399,5.84
3.38387,134,123,-80.0497,5.84
2.88635,109,99,-81.8619,5.9
3.2658,115,106,-71.4594,5.67
2.99456,115,107,-71.9999,5.7
3.21024,84,76,-72.0386,5.69
3.19786,137,126,-79.0353,5.83
2.93858,168,157,-74.6492,5.75
3.24133,152,142,-70.7079,5.65
3.16071,152,141,-83.2076,5.91
3.08377,126,116,-80.7505,5.87
3.12207,116,105,-81.046,5.87
3.41714,164,150,-86.7831,5.96
3.2944,118,106,-87.1552,5.99
2.93669,109,98,-79.624,5.85
2.94347,170,158,-79.255,5.84
2.91778,160,150,-73.1445,5.72
3.41332,149,136,-83.3651,5.9
3.09463,125,115,-77.4247,5.8
3.15774,188,174,-84.189,5.92
2.97021,178,165,-82.5957,5.9
3.0817,125,113,-82.6914,5.9
3.31128,97,87,-79.2154,5.83
2.83404,117,107,-71.287,5.69
3.29412,118,107,-81.2828,5.87
3.38812,115,103,-85.4292,5.95
3.25359,84,76,-71.925,5.68
3.29265,123,113,-82.7245,5.9
3.34538,161,149,-78.4236,5.8
3.34256,91,81,-80.0574,5.84
3.14029,164,152,-76.7286,5.78
3.33791,179,165,-81.9637,5.87
3.3561,146,136,-71.588,5.66
3.36471,116,107,-75.648,5.75
2.92321,167,157,-71.5331,5.69
3.36593,153,142,-78.0194,5.8
3.24228,106,95,-85.0306,5.95
3.05607,162,149,-85.9885,5.97
3.33837,159,150,-70.8216,5.65
2.93047,146,136,-74.3215,5.74
3.24111,149,137,-79.7988,5.84
3.56883,177,162,-84.7101,5.92
2.93533,172,163,-70.8369,5.67
2.9876,132,123,-72.7265,5.71
2.99523,152,142,-77.0093,5.79
3.00603,87,79,-73.4985,5.73
3.23892,170,160,-72.1184,5.68
3.33698,135,124,-76.8728,5.77
3.54297,97,85,-85.197,5.94
3.15772,118,107,-81.6775,5.88
