Input_1,Input_2,Input_3,Input_4,Input_5
0.7977461344838447,0.6022713581463282,0.42568012900309404,0.4465493341517818,0.20533806931304976
0.6628978620492877,0.7439111037253223,0.9038953454823226,0.31893944319897505,0.03285770916417863
0.45109339336975435,0.24466138286982936,0.7637178461008378,0.4591158026349607,0.1780088526159096
0.9915016161151993,0.024541409349915833,0.8263210787962233,0.13669939677345194,0.5768466539455261
0.604702970411484,0.40415292959476173,0.9114281099578846,0.022208763839067724,0.8438079141736043
0.8784630796380217,0.19826210316579856,0.9981458009312684,0.7469693572743988,0.4572250421222819
0.050728836077325146,0.530452893477546,0.3577753009930364,0.6705088522884998,0.26841061466265653
0.4065532797555547,0.2978296843101066,0.17290959801352984,0.7402645657994392,0.4512846978589905
0.6890207329654205,0.7626315563877736,0.8734318362632086,0.39956441852723595,0.22122202499487326
0.4420272992280761,0.6112872192307224,0.03516271057335241,0.9900112835458765,0.5067442850121492
0.8981806425951252,0.3185415268680583,0.7239588686334253,0.8277188045989982,0.03641067186074676
0.6508445071852361,0.6812592881671287,0.23916547266678334,0.1287443273797123,0.6981797796088605
0.014570618986533335,0.8104087986137214,0.848280222410881,0.9188976616351374,0.47972320317745004
0.08308731573133632,0.16075542194454562,0.004874382056690996,0.8467521967210714,0.23709805214259638
0.49582019298442426,0.8172114368661798,0.05544965370155913,0.2945571126529758,0.2525711032444926
0.39428261101972906,0.8168725428895216,0.7097746122912238,0.43605601734083155,0.3858794599009319
0.5788645566821776,0.5802322730031875,0.1557889084545344,0.42495542371642275,0.4549121938120321
0.7086207892620654,0.2015286227868875,0.009338297885256974,0.9101763442947224,0.8738265563065682
0.7061150309885694,0.060472976870428075,0.192373501430109,0.512869478376551,0.7646634714192958
0.7285446593237886,0.9062832884878746,0.2822065964798649,0.389473892050018,0.19944537460477196
0.5660875638741982,0.8003979405519475,0.9498469248445625,0.870169637966332,0.34731029680298175
0.5462508432117307,0.6840256969119124,0.08655755053917114,0.6436670146193857,0.6972146171164155
0.7281554427632492,0.2721389007830486,0.40570604495548307,0.9675352171522611,0.6943336593648344
0.26463815975182714,0.2840924053046552,0.2890818973984154,0.22817753476741676,0.5274574720208616
0.1837705858668604,0.2023079003755135,0.023511065364596517,0.4442128881209098,0.017334408401696477
0.79750043258073,0.8006038138249705,0.30946104847491346,0.3186805519324287,0.26290736668242454
0.6173722418490251,0.9233518541827312,0.010770277974711362,0.9117871388781473,0.5824876170572751
0.3321147325692317,0.31102574448261744,0.6287048963492919,0.5683313633889935,0.034321274929838275
0.5502406002834468,0.299333421370688,0.9149847266843386,0.28204831129711017,0.11430723518989605
0.08802564864787893,0.28630818736729696,0.9511973985911106,0.6001428310705046,0.11353799701158679
0.9687072687928258,0.9499027428743769,0.05133659383838657,0.0742781980784466,0.19048130318356699
0.8533941723446032,0.723285247549125,0.8472048343775583,0.7767921446349266,0.13131116231447565
0.15177041875117048,0.5915554664853149,0.9128439805340398,0.048075985673878996,0.27900405248379345
0.41203361098934704,0.17756039406473495,0.5519531431502932,0.646022357600645,0.9093172244512174
0.5819763259176566,0.23177870598089523,0.8150801244696527,0.20745560834652937,0.9263647254557374
0.3192837165498956,0.15193467494180096,0.6872892172718885,0.6539348531372513,0.3558675868626674
0.9088190234047008,0.6726160498781559,0.14991455168015588,0.8449261876954475,0.5746017851257798
0.6361920776521984,0.4955642997739732,0.6288240772785426,0.975162853724199,0.7938220558502509
0.5540144907137651,0.4006836950844949,0.8875211672416694,0.8346623945896985,0.32373841847278784
0.30099176838227415,0.6971918307040097,0.0874939954976186,0.05400466494649858,0.1894492076142832
0.5976045101684686,0.5602811817069157,0.06469365551575257,0.4968747617459932,0.6343671160777301
0.02400492917042296,0.4298296720202743,0.47322550281813947,0.33386282626052033,0.47171292165874446
0.4361850727217028,0.9568257573297877,0.4221788792830689,0.9977166428492313,0.763919821334424
0.3714240419158796,0.1597731873675493,0.6958635271371919,0.37091628737530374,0.9802154427456886
0.5534013301303734,0.6227788070244615,0.7825724647538003,0.5699518350474171,0.6219761535642748
0.2076752218110708,0.98186765053177,0.48274351158942946,0.9019763024904598,0.9627249621827568
0.6331041029294835,0.41132256336347317,0.8315396881763251,0.9295266984952474,0.6970033331392171
0.6781299362271664,0.37900188137662655,0.8792049666406662,0.07100245753535406,0.9090111665335944
0.18322421705558867,0.897964517215943,0.8087636414509795,0.2656035002732072,0.6796902994428913
0.7638725814550226,0.5573573101281498,0.9882577607584859,0.053677364910102277,0.37130935870258885
0.6836813958728531,0.024982992681422178,0.4958185959606503,0.6613325015680034,0.9595590706076998
0.08190255053789236,0.02726930474825645,0.7162231284123056,0.364374895151799,0.06125097718013789
0.7759730483032105,0.6367296540087206,0.060401510505562916,0.03192497924345494,0.31714561336708896
0.27104720944005256,0.09349601012336456,0.2932780991273989,0.31287615508418715,0.07590306359281268
0.4546341836428475,0.9674893384453235,0.5660418376623493,0.6841978956212286,0.07701213439268151
0.09438932567905067,0.5120829541513056,0.7048433050012982,0.7643133260347208,0.9004507788993573
0.9353769813849779,0.04701566197579621,0.9478816024938557,0.5070301541292516,0.41159995860428433
0.9817959450928568,0.7478700126271978,0.29748837497060965,0.5396248050223056,0.32524110051699423
0.3292506004956515,0.1272559528997939,0.8614935425456266,0.40292527182884275,0.984457725986014
0.27046786461433037,0.68825426222151,0.5324748469209768,0.9373640445942961,0.19334897917802485
0.001078440357632271,0.7062859167967968,0.5796680129052718,0.14430518873091336,0.5195647267093411
0.9091976192570074,0.07415141875495707,0.9069341358137278,0.4438803407115381,0.0433330912687756
0.6219179270916189,0.42889896305209396,0.804950843693961,0.019432027939834784,0.04387096996650608
0.5327436368683863,0.3230074876544844,0.0028171312722853337,0.7924711679124441,0.6302795415269759
0.07940441462546222,0.9106179590050486,0.37848265162958195,0.3258930951248232,0.5049783103857001
0.23912482246559003,0.371422374404309,0.23131633309476518,0.44099277326373476,0.6542042465348478
0.9023643828580669,0.36201550976515184,0.06482033057076414,0.48489945405694396,0.2758688138017434
0.21258044496502398,0.8937228190100094,0.825679638707559,0.044587695053019516,0.6094030510975146
0.684640459519819,0.43377111500486415,0.3829311210048939,0.5328380905910374,0.8856292963973519
0.5153127599578498,0.4453280044105765,0.7698595656075702,0.3094572017662341,0.3961061155997531
0.6275622568051415,0.8811595427326547,0.10004720162930847,0.16774543863537117,0.9657598730356989
0.26771833397594935,0.6133007406319643,0.09735682611770224,0.183243112494467,0.5142378846515511
0.443190513269222,0.5481031513875492,0.13498766485044533,0.7864467103564305,0.9516893995392811
0.26380465878333836,0.009827003511535759,0.6837985393691668,0.9909067589245971,0.43332581857299585
0.832158922648603,0.6300046482783752,0.9593827649746721,0.9707833636642483,0.4477383496666628
0.32749141936600357,0.23771512108250736,0.6320617263917928,0.7870809393589475,0.6538773388763413
0.8071413547809829,0.2542957680376865,0.4596864589505788,0.516498163013915,0.4997439856125081
0.16067060753122847,0.4735558478151829,0.933204034062791,0.5227548483740119,0.9322586127271228
0.03331665139611134,0.8400700510555443,0.5734703762942873,0.9486133177184354,0.8798997456659498
0.837186215542888,0.5148884708242367,0.6315282862376048,0.35959535414625426,0.29019888840910363
0.26132234658271375,0.015373556462962179,0.6952815947099723,0.20142168333876326,0.8771576310473611
0.21638435975994752,0.8961387448735315,0.56826458519446,0.2607135561036806,0.8672987470341508
0.6376142868898814,0.5059492360352362,0.412267970456893,0.6306707620792437,0.3592343805381393
0.6693184744993845,0.1013608733564676,0.8711723598981873,0.43672100254442975,0.8510002246940914
0.17045219038256415,0.9102585563635692,0.7207573242350847,0.9292717842954793,0.48754184238486425
0.2934003263013432,0.19185019489007682,0.7689031833551287,0.21131086263564092,0.29951720333255494
0.2997587779267572,0.06951488108856196,0.7022079764464002,0.22301069459402623,0.33482890644035684
0.769203233020684,0.15496239579532867,0.8294176791342935,0.43789859971964806,0.3205156903236647
0.7726133801656759,0.5341647482857828,0.5699746491697811,0.9944049493506515,0.0440166865359648
0.7577147356528561,0.653028450038147,0.09414470920573287,0.6105870629879063,0.238183888493457
0.9614070585782598,0.6892598098918006,0.26934343875216177,0.11503633398992091,0.07420597238238291
0.08228963763594221,0.6435949753519637,0.9287233601129444,0.6910816807764294,0.20776625723515996
0.3828292821706995,0.09389476153505238,0.03980332599690306,0.9849728725154079,0.5731355051156325
0.7038124813479575,0.5586196979907069,0.6614323933574716,0.41158844540203066,0.898877820667448
0.6279664577271021,0.9129605130108527,0.8610524185494057,0.8322209307236379,0.42137547210433685
0.8224875443544879,0.32405400061016715,0.589464137099517,0.6275213771972021,0.9486323994755222
0.6614525503931935,0.9463013364285192,0.873697282373571,0.2158020912821993,0.5447892336978937
0.6321090787454665,0.7402446966376836,0.3755271229079878,0.48057365903984556,0.7381829034051975
0.44182317764901097,0.8450316877819272,0.7525806517850214,0.05108173776958236,0.7546194367226223
0.7399334712148927,0.3485823628579906,0.5855522010729116,0.6523397226388628,0.813423472708184
0.7469443370942943,0.2785859771396474,0.7718981731803266,0.517264478949167,0.21628959904034378
0.3276288218069951,0.14902450400355732,0.5421682817829904,0.9628654253602075,0.18816469924507173
0.22158438294841776,0.5023791538545517,0.06888807267547109,0.5580228579874469,0.43841545348883953
0.06983633671303707,0.19767022555382474,0.3896905669630274,0.04532039488368372,0.23158426196953985
0.7195897492374548,0.9199166971115404,0.23749722315824917,0.7839528315763366,0.8580121490028241
0.21429781681830096,0.6696553311054092,0.9783266433106661,0.5923526397577299,0.6290657286916037
0.0979443068616141,0.19442658772102772,0.5692396253210275,0.889475951428585,0.29721670217694557
0.45083968482464126,0.7181341249551679,0.10943360020390924,0.9186379790739846,0.9127154838199348
0.16927375736358885,0.6690876377099664,0.7904842682854867,0.9368592797707708,0.6886805940110434
0.07106414846737469,0.5123544564687389,0.8966894839203499,0.11020800790165625,0.12335104081873821
0.2703426117486462,0.9758235024987474,0.6850356869267192,0.4680680765845351,0.8346545437230936
0.20795971208146813,0.9408520780463093,0.8984931832742481,0.3538462032458242,0.42864295140639697
0.3853204068431636,0.2644866811688273,0.08855114169838868,0.23922336824383927,0.8913403056304191
0.7055525131568997,0.4397696014065281,0.6407245156167867,0.011023443232824892,0.4990207033454226
0.09508498404489407,0.4746740554875412,0.14357456232526078,0.0712403618574785,0.23172266119885732
0.33982349005947254,0.8691954065739766,0.9643463546681927,0.24991999227502143,0.04728182132784475
0.17494763831701904,0.46517757380267893,0.39865993634504276,0.4603093170598102,0.002369483371194969
0.8005314092452553,0.7296829307237175,0.9789947905954155,0.8596772468875205,0.3297816346712859
0.1902598637664985,0.6981693612564331,0.6908389003662155,0.23185717604527722,0.44866136799850553
0.4487943449600394,0.8109521554194163,0.6601542024368341,0.475177570203741,0.4521984349657075
0.8687904171441955,0.48290409221969777,0.5881147425401829,0.3906324180636252,0.9910608686572435
0.4349110672692038,0.649866393815813,0.6513881214700373,0.2514421923455655,0.7198576771825382
0.49274212360158115,0.6745448501243619,0.8196673725970482,0.0655368824132801,0.3589550173861677
0.8847443107033831,0.8357241407512134,0.12569033487609982,0.7821731074757258,0.05981261333468357
0.02525541185187974,0.6470350200186831,0.11708782199251067,0.7057190184647019,0.5035464416295165
0.5845453879066793,0.8740896414832426,0.41583658654115013,0.6549408307812226,0.46508568927103544
0.5420228162136028,0.11921160435414307,0.2681571832566344,0.21842454628203595,0.23427351784444594
0.4848079753843974,0.19226319184641083,0.17962921937212928,0.49674234264390615,0.9838373624100479
0.04489050724834848,0.8650516466751674,0.4111928742694443,0.9228201310329659,0.3039018891044425
0.5888925998878777,0.3314723450255993,0.13610728321511312,0.7021893942384932,0.0662589740932279
0.30715408450162485,0.47927668183850564,0.16027212001172997,0.17044293427624924,0.17690656265154076
0.5761692380399138,0.2872474768887904,0.19112607090620148,0.8208236879026597,0.5882944468616731
0.6556689433851783,0.9416736387824102,0.8945436376800515,0.6171163751533504,0.5303242598202436
0.3108023220522777,0.6429713779138743,0.9173959414560435,0.2043996380628167,0.7676316007416871
0.35986612908455595,0.050260039827091374,0.14489364652145487,0.8767061204421241,0.3984562366372752
0.5214318205979778,0.6402161104779187,0.2567506435521305,0.8475565234132811,0.1385963997375813
0.2896324752052073,0.23977374247595606,0.8111797865471237,0.7004442749755972,0.1314491440699831
0.8208382496368124,0.18618608274375686,0.6989109515911519,0.027383274932775425,0.5851637246415736
0.9292455424420201,0.3247546586289543,0.7600608813449466,0.32299251631835496,0.25669733491748753
0.13613791711700163,0.9222732702207379,0.49825550326800794,0.18055239352149788,0.18313497125804834
0.21967361287990111,0.9024003207174026,0.654914805700425,0.8660266285958446,0.5881036208847129
0.9372290928429323,0.24085325550405345,0.2540516143164328,0.5080145118864419,0.73003937937038
0.9004278988651622,0.9744586135131521,0.39447819984824034,0.9888929500306165,0.7914044969501368
0.10015453672916058,0.8188025838967068,0.39769263012027634,0.5729441742476802,0.039067562073494266
0.36618529697449614,0.9069404717671782,0.20163499777127097,0.9765068632557188,0.04065704466792669
0.15767657812530111,0.08190922770072206,0.4684358353622185,0.6258733338748164,0.14213348263535047
0.7140992731507205,0.6643992415033797,0.537851199248948,0.5754514407785292,0.7580634813360461
0.6917035650900463,0.5975734428004607,0.028624875315160003,0.2199961933816924,0.8268928507391456
0.7877952525965942,0.02178537718326584,0.8000050893253592,0.4255908795066124,0.574979732909403
0.8910260297328542,0.8807833861146368,0.03109792228327979,0.22329294330904736,0.38455547742411517
0.4711387632126265,0.7839654614610976,0.3310292674989134,0.12587476579418289,0.6961919215247133
0.951303958750545,0.9001264038284064,0.6463131345371403,0.35513358731725414,0.057144850221513166
0.1942294641102661,0.45396719553915255,0.8823556854954137,0.8635816902493388,0.2938041098497853
0.49325333707555963,0.8114313081496549,0.9168794282691751,0.6352233191879746,0.9822227313508373
0.1670409599108279,0.7199608538737045,0.4921434867464155,0.31651107024893366,0.7311230086407599
0.6940566931844644,0.4361334695205154,0.38819186358440766,0.5395602449692279,0.42681201354630793
0.7018929201480002,0.7475892241533497,0.19924795656862082,0.19691022820544013,0.5760803695430925
0.9857335590185831,0.12812393489695878,0.32295566326190794,0.2690277797634465,0.5133474620260693
0.022780294971396053,0.16913072633729692,0.3646662769578077,0.49123514945249497,0.2776280812922379
0.22358299295113493,0.11260566627818885,0.5902913598648916,0.6583652416372694,0.7927655787635014
0.33482455658996285,0.03980101887575177,0.2404650043551848,0.8519378185805654,0.4438254488993609
0.41315513813863636,0.19529296885489483,0.7948161488113273,0.8062373764141546,0.37730190579747164
0.8563226092807934,0.7241050315189564,0.00034616642299872824,0.8203152890772142,0.5583734479937442
0.9024172433970729,0.4557076529068411,0.029649099058791428,0.7985179415447169,0.9560241910798519
0.02436621841041481,0.6678419742159741,0.08467865187681833,0.3736954359619157,0.4262253152765987
0.847698914366042,0.8579193522385768,0.6395192078331051,0.9329341569603801,0.3667486971183541
0.8644157580027004,0.8325653661122249,0.32548375265820073,0.7717721559402356,0.24703843793964392
0.7049564023142876,0.023523612962457363,0.7368333373882701,0.5546001367658565,0.2821931611936696
0.29065892480475247,0.45196779930813474,0.37884096350050156,0.5234484683372415,0.19183654008524254
0.6733876709623176,0.33121311298465417,0.8636002336189664,0.890938042150332,0.7752871365339435
0.04099255319449635,0.9919903746748295,0.15689932287533848,0.1014031524246426,0.7769335422166248
0.4616654255354111,0.44683894636950827,0.17760841842613995,0.5552568890018921,0.7167025901133158
0.8509149825122991,0.3029800117606459,0.5645770324482728,0.7001458978065329,0.1236243162062094
0.760841776617313,0.4911519072665021,0.9313432476991688,0.73673441354572,0.8381037005728278
0.6511424199364417,0.4882195677394697,0.16506240673177075,0.11347340794430705,0.9164290120004663
0.7419514931377166,0.5523425997814133,0.15867402757552707,0.9766323754213936,0.18413227154919737
0.30225135355780125,0.3015085751056471,0.32450981589792094,0.20346402362152338,0.40480356088523783
0.43983916975969006,0.2555689300757143,0.010178766813354168,0.22884598280590795,0.2907026071409941
0.6207507055787697,0.6975857824053008,0.7663134525422102,0.529963861907803,0.14162959357250615
0.19080914187111242,0.7450326129088714,0.1813149995678835,0.35378173337799074,0.15149175191210618
0.8876851475764473,0.7893881595566471,0.5635818428984036,0.5893913669149727,0.14399303115938344
0.9611208320431118,0.749367724062409,0.13199849155450222,0.882940109576441,0.16419526452992494
0.3286741134351839,0.3953212744183484,0.7429433678544146,0.3350915975687158,0.403161052568198
0.7786314059101023,0.8113031833552351,0.07254358088069313,0.9443964194680972,0.820338035028854
0.7514945830115412,0.2104846641395976,0.08411941177303328,0.48085990742861506,0.06860899618710414
0.5423301011832229,0.8365564785531687,0.9019910005868085,0.13060236481310705,0.8331907649350664
0.6702141305137894,0.5851557463579186,0.36926312897955665,0.7016555623615194,0.02789132767479241
0.9400156508855458,0.05976857648754946,0.7989786578222355,0.9134442701105207,0.23674019914199584
0.4541642428729322,0.6614009366616255,0.9854148926175427,0.4716516403433525,0.34884695159042645
0.6101279232369546,0.8120775995983235,0.9200381152094603,0.4546176039027396,0.17744306340030513
0.15306096395918872,0.24009244047870004,0.6887105585643746,0.05525345352573119,0.9041807156323919
0.7396707464651519,0.10688414274220676,0.2538590166202195,0.5197769574293422,0.46399867554276625
0.579889472051315,0.9862496268508361,0.9466932601420207,0.7567366100932369,0.5393677232374074
0.27710774964841356,0.5620139822814935,0.28592963532340243,0.15334698955225579,0.3750780407347445
0.472388908776358,0.6193205995197628,0.6429642852055099,0.4626041170325496,0.2857824257298762
0.049898548644712326,0.2617534898864578,0.1742146242576773,0.8506211358575647,0.7169494972762182
0.02103589529066313,0.17896589748925756,0.9657716368569845,0.38865538892559726,0.5314459001239545
0.021547531290848243,0.49306220351312374,0.12381641966476187,0.49018765137971876,0.23511267013307102
0.794813830650385,0.21293438933881892,0.7587892683599523,0.8319858941824888,0.2924753513603529
0.975570152873372,0.7278276529149765,0.5065509771467918,0.5067240348213412,0.8895989326118332
0.3242358480768739,0.07072249665368291,0.9180564854029247,0.9358131619224267,0.6729667339999239
0.12043344457280647,0.44965630446257293,0.2321819510406814,0.39545388908231205,0.2512762835744553
0.08906284505625583,0.7657976428550882,0.4888291523836421,0.13915778262824186,0.2842191504555073
0.5114431210921846,0.7511544448364834,0.8075503551025534,0.08176550418905881,0.6475049394008552
0.5256474438037576,0.8250307270585324,0.04215876096807741,0.08084913379046282,0.5459051979654586
0.3080456122706775,0.9234655410712405,0.03669466211200767,0.8641809246450642,0.6567865605447999
0.6849227571029033,0.45135568002910686,0.11202614492297847,0.9527168381946962,0.23586754910757857
0.09052900177614243,0.5863870453288027,0.21520980292949243,0.9871242921876441,0.7255389372316216
0.9790456673732449,0.799353550086804,0.02425560626903872,0.04746459850639384,0.2885388316106518
0.7906759262252824,0.27061930699123926,0.6205826012735173,0.7715187695428707,0.7110611286958611
0.43714596235962955,0.25914052493317946,0.7241372456037204,0.017362539144217704,0.9205810730466112
0.9361241765887149,0.7714604639689252,0.08602644475555843,0.48071814615036135,0.22387294990528595
0.3627934217936657,0.6338661155569315,0.7642543553546206,0.6422928783686278,0.5373281925444987
0.762635388666125,0.5506060063118998,0.039436810074874595,0.33115525568197846,0.04612727284875695
0.1820637546813335,0.32247974970442445,0.9049317449944623,0.7060423418748647,0.3073919741413599
0.7245134402692167,0.8501099072642342,0.3752095334808385,0.7679872499790287,0.2931277253623468
0.25863775442714115,0.456983445076351,0.2223528424868509,0.47455691325404276,0.46569729976594765
0.6666364254132439,0.9844346000170439,0.08159704010601687,0.6635663435107312,0.04842568216439902
0.06671009900910557,0.017374079825967836,0.8719742858169754,0.4594082363512462,0.08297271231611414
0.0523321092733377,0.1227684784324582,0.25826712993899903,0.948350119763833,0.045956475908946026
0.6388191981078886,0.18218731687198553,0.602561607078199,0.3508454703462986,0.5246639584775996
0.26503946865916556,0.026255658898423517,0.24118863719121375,0.21725608694173265,0.45378428043462143
0.8420776878599529,0.43626987636044506,0.1478774810610871,0.11886007745851113,0.6521415024433367
0.3057009111461881,0.3696296386474604,0.6645353394521322,0.06579574714917297,0.4130567420535693
0.5755105794785458,0.725549717658544,0.6211467575803954,0.18285169880064478,0.9202013506311237
0.8250953236668309,0.5342425178448205,0.2272698099567027,0.7035549605541739,0.7439550553640484
0.7946022870157472,0.20834472379626234,0.9662813624091907,0.8813134607818547,0.1104070824488923
0.5186848296960789,0.34728192693989085,0.2176395106540166,0.08479526112684932,0.06226964630843013
0.5336847972715767,0.6079787664279828,0.5226121275057011,0.822397813942727,0.09450646191858492
0.1850906338542967,0.17935053740829465,0.8743361293571293,0.8601908382959087,0.08504929239587955
0.1390026112900153,0.3881208460840985,0.7974636320115599,0.21090517550724797,0.269520160784827
0.24906239020306176,0.5047938495993545,0.9191493237703345,0.3105519184866109,0.4856008577839003
0.8627489178089914,0.11324017802309555,0.2848906474027127,0.7959317271841484,0.6641648191139313
0.3908193839057864,0.1813480135476747,0.14647368752604784,0.15061153867007793,0.2617845005245911
0.6126433765263514,0.05984083601090534,0.7867120598089372,0.09166847728371824,0.41186399761194
0.8249637630985058,0.32776145290877934,0.9470151858526382,0.8965939822218728,0.7913174874331045
0.1668265760089247,0.5698926897643328,0.639795567961193,0.2684163918198668,0.2934476048890354
0.8331522592256344,0.38184178091139764,0.780338747570991,0.50002080400106,0.8542275929948883
0.010822419951910023,0.21918067432364463,0.11311778390026189,0.5595685615445638,0.499348502255606
0.4403769072991077,0.47868193471415077,0.8485350413548637,0.20787363285332117,0.05542948740224568
0.14796897247722118,0.48416092390635357,0.8446818678251102,0.8045465624331396,0.365213843246697
0.37693661728717753,0.5178517916445183,0.26166669715766677,0.641521127646817,0.4113123940293578
0.31311010028594044,0.38458634290050486,0.18372880438956685,0.8958336789801103,0.015903493292567017
0.33307219410236866,0.6136735804711704,0.3199850126682453,0.12228901011852295,0.6348052557816957
0.2037847256743977,0.9305197206787139,0.5257088350806216,0.8586787001214777,0.48431927495754146
